,stem_review,polarity_score,sentiment
4204,anies debat oke gagas bukti eksekusi nya nol besarbrwaktu dipilkada gagas nya bagus eksekusi nya kosong,-7,negatif
4205,sat set tas tesbrdebat ya sesuai pertanyaanbrjawaban ya pakai bawa asa ketimbang adu argumen gagasanbrmasa debat program ybrrakyat nilai brduhh esensi debat ya,18,positif
4206,membrantas korupsi akar kalo korupsi rezim bapak sih cawapres berantas pilih amin aman,-11,negatif
4207,menteri kubu anies lihat korupsi,-1,negatif
4208,anis cocok ganjar prabowo,3,positif
4209,ganjar rekam jejak bersih ganjar layak pimpin indonesia ganjar indonesia,3,positif
4210,hahaaaaa hancur,0,netral
4211,ya sadar yooo no sih,5,positif
4212,uwong cilik akeh sing kere dadi lek diiming iming duwit opo mung uncali susu sak kotak cilik wis senang pilih uwong sing nguncali,2,positif
4213,we love you almost full anies insyaallah karunia presiden cerdas amanah adil ceria tulus keren our smiling presiden anies rasyid baswedan,27,positif
4214,usut tuntas km,2,positif
4215,amin kerja nyata,4,positif
4216,anies anggap enteng kualitas matang bos amin no menang,8,positif
4217,program nasi bungkus gratis prabowo,6,positif
4218,ganjar pembawan kalemtenang panikdi capres sesuai persoalanpak ganjar sebut wakil mahfud md beliau dua sehatisaling isi melengkapibeliau dua bekerjasama bagi negeri inino lupa coblos,-4,negatif
4219,tuju,-1,negatif
4220,ganjar yesbrbranies omong mantab actionnya kurangbrbrkalau ganjar imbang beliau beliau kerja,1,positif
4221,gamjar actionya ya banding rasional,4,positif
4222,yuk kali cerdas pilih no sok,2,positif
4223,rakyat indonesia lanjut gaya pimpin bijak indonesia penuh hutang darurat penting rakyat indonesiabrbrapakah lanjut bijak untung pihakkeluargakelompok sajabrbrapakah lanjut timpang dimanamana rakyat susah susah senang senangbrbrapakah tidak adil dimanamana aspek kehidupanbrbrapakah lanjut bobrok tangan adil rakyat hukum keras atas lenggang bebasbrbrapakah lanjut susah akses sehat biaya mahalbrbrapakah lanjut susah akses didik biaya mahalbrbrapakah terus teror takut hukum penjara kritik bijak rugi rakyatbrbrwahai rakyat indonesia bangun jiwa bangun badan indonesia raya makmur pilih pimpin kah rekam gagas rekam karya rekam prestasi nyata harum indonesiabrdengan pilih pimpin jiwa ramah tamah penuh kasih sayang siapapunbrbranda tiga calon presiden pilih februari rekam gagas rekam karya rekam prestasi hebat rekayasa dibuatbuat seolaholah seolaholah peduli cilik seolaholah bela rakyat sengsara rakyat indonesiabrbranda tentu pimpin indonesia kedepanbrbranda terang orang pimpin pilihbrbrtetapi pasti coblos presiden februari pilih pimpin berahlaq pimpin bijaksana pimpin cerdas pimpin pintar rekam gagas hebat rekam karya hebat rekam prestasi hebatbrbrtentukan pilih dasar hati nurani rakyat indonesia,-69,negatif
4224,analisis kait milu presiden kait paslon nomor urut yaitubrbrkemungkinan pilih paslon nomor pilih jokowibrbranalisis dasar duga sandiwara selekquotmusuhanquot jokowi pdip tonton belah pihakbrbrberdasarkan duga pilih paslon nomor pilih jokowi pdipbrbrmemilih paslon nomor pilih jokowi gibranbrbrpoint duga drama quotselekquot terus jaya jokowi pdip gibranbrbrdugaan kuat pecat jokowi pdipbrbrmelihat kembang quotpergerakanquot vulgar jokowi kuat duga jokowi condong pilih lanjut gaya kuasa pdip pdip jadi ganjar capresnya mahfudbrbrlhoo condong gibran strategi politik syarat quotdampak anginquot terasabrbrkesimpulannya pilpres kali kubu kubu nomor anies muhaimin amin kubu jokowibrbrtinggal masyarakat cerdas pilih calon pimpin layak pimpin maju makmur indonesiabrbrcek ricek rekam jejak paslonbrbrlihat rekam gagas paslonbrbrlihat rekam karya paslonbrbrlihat rekam prestasi paslonbrbrmana potensi maju makmur bangsa negara indonesiabrbrdan potensial rusak bangsa negara indonesia penting pribadikeluargagolongan sajabrbrhal kalah jaga rukun kawal milu lapor sebar bukti asli temu curang,-25,negatif
4225,anies baswedan ok,4,positif
4226,prabowo pada,-3,negatif
4227,a href,0,netral
4228,mantap banget prabowo mas gibranbrgaspoll bro prabowo gibran indonesia maju,6,positif
4229,kpu curang people power jalan keluar tangkap komisiner kpu hukum seberatberatnya,-11,negatif
4230,pps bengkulu jaya hadir,3,positif
4231,percaya kpu netral,2,positif
4232,baik sangka kang biar doa moga curang,-4,negatif
4233,capres emosional bae,0,netral
4234,menit a href wowo lucu parah,-4,negatif
4235,gua coba objectifbrcapres amp unggul telakbrcapres kalah telakbrcapres amp kuasa permasalahanbrcapres kuasa permasalahanbrcapres amp tahan emosionalbrcapres tahan emosionalbrcapres amp sukses pertanyaanbrcapres ngawur pertanyaanbr amp imbang penilaianbrcapres nilai jeblok,0,netral
4236,a href,0,netral
4237,omong bukti kerja,-5,negatif
4238,gaperlu pintar bacot sih presiden action akwkwk,2,positif
4239,anis bener bangun rel kereta jalan tol lintas kalimantan bangun ikn manfaat masyarakat ikn,3,positif
4240,gue akak ganjar maju ingin sesuai nyata ngapai jahu jahu dengar rakyat brjawa beres wkwkwk,12,positif
4241,debat ngaruhpilih deh hati,3,positif
4242,amin cerah orang waras pilih anies presiden,0,netral
4243,nu pilih gama,-2,negatif
4244,anies president ri keren,0,netral
4245,prabowo tahan malukerana malu,-3,negatif
4246,anis tanggap ganjar tanggap tidakmengenai disampaikanoleh ganjar,10,positif
4247,sponsor prabowokaco haha,2,positif
4248,woworwoworapanya indonesia terkendalikanperutperuttau lu warga indonesia mati kelaparanmulut mu pegangbertambah bodoh dengar ceramah mu,1,positif
4249,rakyat pintar pimpin pikir rakyat lihat langsung rakyat dengar keluh kesah rakyat,9,positif
4250,ramal alm gusdur prabowo presiden,1,positif
4251,prabowo marahmarah anis,0,netral
4252,pks oposisi,-3,negatif
4253,tiskonugfamily,0,netral
4254,penting pbowo penting gibran hukum rubah atur,-2,negatif
4255,bismillah pilih anis,2,positif
4256,elegan super paslon a href kagum,6,positif
4257,anissss presdien insa allah amien,5,positif
4258,gaspoll bro prabowogibran indonesia maju,0,netral
4259,number one ok fan banget anies,5,positif
4260,no,0,netral
4261,prabowo pandai rangkai manis aniestapi prabowo real,1,positif
4262,prabowo is my next president,-2,negatif
4263,no pimpin panggung debat insyaallah no pimpin indonesia ri,5,positif
4264,capres bantai habis wan abud bravo anies rasyid baswedan,-9,negatif
4265,kalo debat debat anus juara dosen paham teori kalo suruh kerja ya tau,6,positif
4266,setujuu,0,netral
4267,jelek banget design presentasi nya kpu,-7,negatif
4268,dukung bpk ganjar pranowo mahfudbrsalam saudara lumajang wonorejo,6,positif
4269,prabowo hambar minim argumentasi buang kecewa stabil emosi,-7,negatif
4270,entar dukung nya maraaah lhoooo,4,positif
4271,bahaya anis usak bangsa,-8,negatif
4272,mantab pilih amin,-2,negatif
4273,ntt toleransi gas ganjar pranowo,-2,negatif
4274,anies baswedan,0,netral
4275,kelompok rentang rentan asap rokok okok pasif,-14,negatif
4276,counter ammi anis langsung firstblood,3,positif
4277,harap calon salah presiden wapre suport top top top bagus bagus,10,positif
4278,teori mudah realitanya prabowo alam ham papuabrbrpakganjar anis baikbrbrsemoga ganjar prabowo presiden,9,positif
4279,anies muhaimin presiden wakil presiden ri,6,positif
4280,amin allahumma amin,0,netral
4281,aaminn,0,netral
4282,ganjar cerdas anis ganjar tenang santai bawa asa prabowo laain lucu kali tonton jawab probowo,4,positif
4283,anies orang dalam ormas radikal intoleranbrbrtanpa ormas anies gubernur,-1,negatif
4284,fitnah ente ente tunggu balas,-8,negatif
4285,jujur visi misi anis butuh hukum ujung tombak,-3,negatif
4286,ikn bahas dpr dpr wakil rakyat,2,positif
4287,sih anis cocok salesbrbrpinter ngmong braksi nis anis,1,positif
4288,a href,0,netral
4289,tani sulit pupuk bangun istana asn ha ha ha langsung diam,1,positif
4290,pupuk jawa langka banget susah carinyaaa,-7,negatif
4291,capres ri makmur rakyat indonesia blt bantu lansung tunai ya dll kesan pelihara kemalasankebodohan butuh kerja hasil layak sehat gratisamp didik gratis amp murah gitu,19,positif
4292,lihat rasa coblosss turut,-2,negatif
4293,anis wacanadan,0,netral
4294,hebat anis keren,0,netral
4295,next simpatisan dukung wibawa kayak sirkus dukung tonton bareng beda,0,netral
4296,tiga capres anis berkualitasbrsemoga insya allah milu curang anis presiden,3,positif
4297,percaya kapeubrgak amanah milu suara rakyat butuh suara kapeu,4,positif
4298,selamat dusta nomor,5,positif
4299,gaspoll bro prabowo gibran indonesia,0,netral
4300,politik usaha tempuh warga negara wujud baik teori klasik aristoteles inti wujud penting pribadi penting partai,3,positif
4301,prabowo banget cerdas brudah diomongin anies prabowo paham please deh otak jalan a href,-2,negatif
4302,saluut prabowo debat capres alhasil rakyat cerdas pilih,1,positif
4303,prabowo rekat bangsa dewasa politik beliau retorika bukti kerja,0,netral
4304,orang tau ri garagara penting bikin orang beda pilih,-9,negatif
4305,a href,0,netral
4306,orang buai juara tata rangkai mimpin dki becus,-6,negatif
4307,tuju bingung ya orang buai tong kosong sih onoga lihat mimpin jakarta zonk mimpin negara,2,positif
4308,hidup anis,-2,negatif
4309,papar misi visi pragmatis ganjar pranowo,1,positif
4310,kerja keras dukung prabowo dukung amin,10,positif
4311,prabowo gibran rakyat,0,netral
4312,almgusdur bilang prabowo presiden,3,positif
4313,a href,0,netral
4314,moga sukses anies,4,positif
4315,mikir ikn mending pupuk beasiswa dll,-2,negatif
4316,manis realisasi,0,netral
4317,semangat ganjar mahfudciapp menang,4,positif
4318,wowo omong doang,-4,negatif
4319,debat anis bagus,1,positif
4320,mudahmudahan anies lawan kpu,-3,negatif
4321,pikir anis menang pilih presiden tinggal jujur aja suara rakyat curang curang kpu jujur adil,-4,negatif
4322,ya allah ilah indonesia pimpin cerdas culaskabulkan doa anies r,9,positif
4323,jammer ikut krn kelas,-6,negatif
4324,hebat versi dukung insyaalloh pasang amin menang pasang istimewa santri cerdas sholih cucu pahlawan nasional,11,positif
4325,praktek teori negara bukti presiden indonesia prabowo subianto,0,netral
4326,urus dp nol,-3,negatif
4327,diri mana,-1,negatif
4328,anis prabowo nyambung cerdas lenceng tema so the best still ganjarmahfud,0,netral
4329,debat beda kelas,-2,negatif
4330,lihat noemng kualitas mumpuniuntuk pimpin indonesia maju,7,positif
4331,a href,0,netral
4332,anis cerdas berani,0,netral
4333,heran pilih no atu pintar omong bae wkwkw,-5,negatif
4334,jatohnya kayak dukung bayar ya kayak bgg banget orang otak logika nya plih nomor aduh,-2,negatif
4335,rugi indonesia jadi anies presiden barusan kali capres jenius religius intelek prestasi wawas nasional global harga tingkat internasional sayang rakyat,1,positif
4336,prabowo kayak sambung sih lieur aink,-9,negatif
4337,moga kecuranganpak anies presiden ri,4,positif
4338,akak pas prabowo anies serang ganjar tagih janji,-2,negatif
4339,anies sulit menang pihakpihak suka beliau takut beliau presiden hilang sumber pasu dana ilegal kecuali rakyat indonesia rakyat cerdas satu pilih beliau amin,4,positif
4340,a href,0,netral
4341,amin,0,netral
4342,kalo statement manis manis begitu kalo presiden,9,positif
4343,presiden republik indonesia prabowo subianto,3,positif
4344,bicara brantas korupsi libat korupsi,-8,negatif
4345,asli karakter anjing yaman salam prof mahfud,-2,negatif
4346,jakarta brada jateng brkira kerja gubernur brpuaskah ya brsy,6,positif
4347,inti pilih jakarta dah jakarta dipimimpin doi bener janji palsu omong doang doang dukung buta berita kali,-13,negatif
4348,dengar ganjar bicaramaap ribu maapseperti bicara agamakristensodara sodara,4,positif
4349,pilih pimpin paham geopolitik dunia dunia baikbaik terimakasih,1,positif
4350,ganjar,2,positif
4351,mahal tuh cincin gan kwkwkwk,1,positif
4352,anis cerdas prabowo ganjar,2,positif
4353,orang kalimantan selatan,0,netral
4354,dukung prabowo sandi pasang keren wibawa sayang kali sedih kasihan prabowo raut wajah takut puji kuasa kali betulbetul jatuh cinta anies orangorang bilang pandai bicara cakap bicara komunikasi lebih beliau the best anies moga allah ridho anies,11,positif
4355,kk,0,netral
4356,segan hormat prabowo beliau puji perintah beliau kecewa satu capres wibawa lihat anies rasyid baswedan,9,positif
4357,tim inti prabowo sandiliat gaya prabowo aneh capres cerdas kalo main mata anak buah bpk geledah kpk,-13,negatif
4358,tuju banget statement,0,netral
4359,a href dreborn,0,netral
4360,ya allah mudahankan presiden indonesia prabowo subianto periode amin ya allah,21,positif
4361,ya allah kabul doa,9,positif
4362,wkwk apaapa curang menhan proyek foodestate karuan mimpin negara isi juta pendudukbrsalam akal sehat gama,-3,negatif
4363,mantap prabowo bahasa paham geopolitik wes paket komplit,5,positif
4364,benteng nyeruduk banteng,-3,negatif
4365,ngelag ya tonton kpu streaming kgk,-3,negatif
4366,pps bengkulu tengahbrkec gunung labuh kabwaykanan hadir,2,positif
4367,cerdassemoga allah mudah amin ri,8,positif
4368,debat prabowo kualitas nya lemah banding capres,8,positif
4369,kawal selesaipemilihan pilih aslijujur n curang lini manapunyg tunggu rakyat indonesiabrsmg kpu jujur sedikit curang orangorang kuasa,-8,negatif
4370,ganjar keren sih visi misi kayak nomor gue coret deh,2,positif
4371,izin masuk kpu ajang debat tekan supporter suara papar visi misi debat tonton fokus dengar simak,-9,negatif
4372,tuju nya kandidat kasihan habis detik tunggu selesai applause,-3,negatif
4373,pimpin sejuuk lo emosional tular cs nya planga plongo,-4,negatif
4374,all prabowo gibran brgaspoll bro prabowo gibran indonesia maju,0,netral
4375,orang orang cerdas dukung pilih paslon no urut amin ubah indonesia,2,positif
4376,anis menang orang cerdas indonesia gelintir contoh kelas siswa paling cerdas orang horee anis pilih terima kasih ya doa,4,positif
4377,rifkarifkaokrxlucu buta lu,-3,negatif
4378,retorika tiada lawan jakarta bukti,-10,negatif
4379,suka sesuai nyata,7,positif
4380,rakyat indonesia aminaniesmuhaimin,0,netral
4381,prabowo ham amplop a ngawur survey tempat langsung masyarakat situ pakganjar langsung lokasi konyol bahas bawabawa pakjokowi,5,positif
4382,no modal jigong,-5,negatif
4383,kagum kagum anis sehat anis,7,positif
4384,a hrefaboutinvalidzcsafezaa hrefaboutinvalidzcsafezaa hrefaboutinvalidzcsafezaa hrefaboutinvalidzcsafezaa hrefaboutinvalidzcsafezaa hrefaboutinvalidzcsafeza brterlena bisa,0,netral
4385,darmawan hebat omong mulut wkwkwk,-2,negatif
4386,evangometwhiteroseband tuju wkakaka jakarta maju tang kalo proyek jokowi perintah pusat,2,positif
4387,jawab mana brcapres coba,-1,negatif
4388,nyenggol paslon panas sih indonesia maju hina serang sih,-8,negatif
4389,prabowo menghianati dukung nya trus,4,positif
4390,bismillah prabowo menang pilih pimpin bukti nyata dar janji,0,netral
4391,prabowo gibran likeeeeee,0,netral
4392,a href,0,netral
4393,moga pilih baik allah indonesia depan amin,6,positif
4394,ganjar lupa e ktp ya ruu sita aset kemarin aju pemernth pembhsan ya dpr dpr banya anggota brsal partai,2,positif
4395,anis jabat gubernur jakarta kerja mapan track recodnya bagus prestasi gemilang tuai puji masyarakat quotgubernur presidenquot optimis r pimpin anis gus muhaimin amin,4,positif
4396,mohon maaf nih orang jakarta orang jakarta kaya omong beliau kerja mapan track recordnya lihat kembang jakarta program perintah pusat program beliau,9,positif
4397,babymaahahaha ngeklaim pusat hasil kerja pusat ya rusia serang ukraina hasil kerja perintah pusat,19,positif
4398,insya allah aaminn,5,positif
4399,babymaa pusat yahahaha brpusat ngibul iya,3,positif
4400,pintar banget omong papua selaras lapang,3,positif
4401,website kpu down,-3,negatif
4402,tarohan nyawa mana wo paspamres nganggur,-3,negatif
4403,prabowo pintar anies omong demokrasi prabowo orang jujur realitakenyataan lapang proses pilih anies gubernur jakarta,1,positif
4404,warga jakarta puas banget kerja anie baswedanlu orang jakartamaen biar tau,0,netral
4405,berlinapermatasari tolong tonton topik demokrasi anies prabowo baca tulis biar erti maksud kerja anies bilang demokrasi proses pilih gubernur anies,0,netral
4406,ayas amin ker oyi,0,netral
4407,anis juara lomba debat presiden prabowo,6,positif
4408,mudahmudahan pe awairelawan kpu sehat amanah tugas urus amanah urus rakyat tuhan,15,positif
4409,bismillah prabowo brx setia dukung prabowo,4,positif
4410,a href,0,netral
4411,presiden,3,positif
4412,gemoy pilihankubrwalaupun pintar benner bicara cinta beliau nkri ragu,-1,negatif
4413,cinta,2,positif
4414,jago joget otak bodoh brmau bawa mana negara wowo tua x nyaon amsong bukti haus kekuasaanbrtunjukan presatasi wowo,-6,negatif
4415,gemoy gimmick,0,netral
4416,menang rindu presiden selamat indonesia anisaamiinnn,6,positif
4417,lihat menang sih,2,positif
4418,rifkarifkaokrx main rumah ya kak,7,positif
