komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment
jual obat ya berbusa2 giliran ditanya menyalahkan angin yang bergoyang wkwkkwwkwkwk,"['jual', 'obat', 'ya', 'berbusa2', 'gilir', 'salah', 'angin', 'goyang', 'wkwkkwwkwkwk']",-6,negatif,-1,Negatif
wkwkkwkw ngibul,"['wkwkkwkw', 'ngibul']",0,netral,0,Netral
kwalitas ngibul hasil dari minum anggaran tiner 40miliar didki,"['kwalitas', 'ngibul', 'hasil', 'minum', 'anggar', 'tiner', '40miliar', 'didki']",3,positif,1,Positif
pilihlah presiden yang banyak bekerja secara nyata bukan sekedar pandai merangkai katakata,"['pilih', 'presiden', 'nyata', 'dar', 'pandai', 'rangkai', 'katakata']",-1,negatif,-1,Negatif
amin sih best,"['amin', 'sih', 'best']",0,netral,0,Netral
kalau mengomong memang saya akuin anies paling hebat kalau mengomong ya tapi kalau praktek apa yang diomongkan itu 0 besar,"['omong', 'akuin', 'anies', 'hebat', 'omong', 'ya', 'praktek', 'omong', '0']",-8,negatif,-1,Negatif
anies ini bukan gagasan untuk negara ini penyerangan buat lawan enggak fair dong,"['anies', 'gagas', 'negara', 'serang', 'lawan', 'fair']",-4,negatif,-1,Negatif
pilih yang cerdasbisa jadi dia cerdas main dalam konrupsi pilihlah yang cerdas tidak begitu cerdas karena masih ada bawahan yang buat musyawarahkan carilah pemimpin yang demokrasi,"['pilih', 'cerdasbisa', 'cerdas', 'main', 'konrupsi', 'pilih', 'cerdas', 'cerdas', 'bawah', 'musyawarah', 'cari', 'pimpin', 'demokrasi']",-8,negatif,-1,Negatif
jujur dalam hal ini saya rasa yang oantas antara 01 dan 03 tapi perlu di garis bawahi bahwa penyampaian pak anies lebih rasional dari capres 03,"['jujur', 'oantas', '01', '03', 'garis', 'bawah', 'sampai', 'anies', 'rasional', 'capres', '03']",-2,negatif,-1,Negatif
enggak sabar tunggu pangeran kena bantai,"['sabar', 'tunggu', 'pangeran', 'kena', 'bantai']",-3,negatif,-1,Negatif
jangan esmosi tapi mbah wo,"['esmosi', 'mbah', 'wo']",0,netral,0,Netral
anies baswedan mantap,"['anies', 'baswedan', 'mantap']",5,positif,1,Positif
ganjar terbaik,"['ganjar', 'baik']",4,positif,1,Positif
jago mengomong belum tentu jago kerja,"['jago', 'omong', 'jago', 'kerja']",4,positif,1,Positif
prabowo masih untung karena debat disaksikan secra langsung mungkin cuma hanya 2 masyrakat indonesia yang menyaksikanjd elektabilitaas kmngkinn sudah berimbangandai saja yang mnyaksikan debat lebih dari 0 kmngkinn elektabilitas prabowo turun dratis bahkan jadi urutn pulang buncit,"['prabowo', 'untung', 'debat', 'saksi', 'secra', 'langsung', '2', 'masyrakat', 'indonesia', 'menyaksikanjd', 'elektabilitaas', 'kmngkinn', 'berimbangandai', 'mnyaksikan', 'debat', '0', 'kmngkinn', 'elektabilitas', 'prabowo', 'turun', 'drat', 'urutn', 'pulang', 'buncit']",7,positif,1,Positif
semua sudah diatur sama papa hematlah tenaga kalian,"['atur', 'papa', 'hemat', 'tenaga']",4,positif,1,Positif
program debat capres dan cawapres adalah ide yang sangat bagus tetapi 1 yang saya meminta bahkan semua masyarakat jangan sampai ada kecurangan di pilpres 2024 brbuat semua capres dan cawapres tugas paling penting dan utama ialah membangun ekonomi diseluruh wilayah entah dari sektor pekerja atau pengusaha lokal saran untuk sektor pekerja tolong diutamakan untuk warga lokal atau pribumi terdahulu dan paling penting bubarkan pungli atau calo pekerja entah dari internal perusahaan atau eksternal saran dari segi pengusaha bantu dan follow up sampai ke desa bahkan sampai ke rt bantu masyarakat yang mempunyai jiwa kewirausahaan yang kuat untuk mewujudkannya,"['program', 'debat', 'capres', 'cawapres', 'ide', 'bagus', '1', 'masyarakat', 'curang', 'pilpres', '2024', 'brbuat', 'capres', 'cawapres', 'tugas', 'utama', 'bangun', 'ekonomi', 'seluruh', 'wilayah', 'sektor', 'kerja', 'usaha', 'lokal', 'saran', 'sektor', 'kerja', 'tolong', 'utama', 'warga', 'lokal', 'pribumi', 'bubar', 'pungli', 'calo', 'kerja', 'internal', 'usaha', 'eksternal', 'saran', 'segi', 'usaha', 'bantu', 'follow', 'up', 'desa', 'rt', 'bantu', 'masyarakat', 'jiwa', 'kewirausahaan', 'kuat', 'wujud']",-14,negatif,-1,Negatif
hanya satu kata untuk malam ini no 1 mantap amiin,"['malam', 'no', '1', 'mantap', 'amiin']",4,positif,1,Positif
cawapres nya kapan debat nya pengin dengar asamsulfat,"['cawapres', 'nya', 'debat', 'nya', 'pengin', 'dengar', 'asamsulfat']",5,positif,1,Positif
anis memang sunatullah mantab,"['anis', 'sunatullah', 'mantab']",0,netral,0,Netral
anies sih juara keren banget,"['anies', 'sih', 'juara', 'keren', 'banget']",1,positif,1,Positif
prabowo enggak cocok jadi presiden kok emosial wagu temen ganjar paling bener,"['prabowo', 'cocok', 'presiden', 'emosial', 'wagu', 'temen', 'ganjar', 'bener']",12,positif,1,Positif
insyaallah no 1 amin presiden debat capres paslon 02 amp 03 dengan mdah dpat di ptahkan menunggu debat wapres nya ni apkah asam sulfat akan terjadi lgi apkah ada lawakan lagi slain asam sulfat tunggu tnggal main nya,"['insyaallah', 'no', '1', 'amin', 'presiden', 'debat', 'capres', 'paslon', '02', 'amp', '03', 'mdah', 'dpat', 'ptahkan', 'tunggu', 'debat', 'wapres', 'nya', 'ni', 'apkah', 'asam', 'sulfat', 'lgi', 'apkah', 'lawa', 'slain', 'asam', 'sulfat', 'tunggu', 'tnggal', 'main', 'nya']",5,positif,1,Positif
nomor 1 no conter no debat tetap anies baswedann indonesia bakalan maju di ambil alih sama bapak anies,"['nomor', '1', 'no', 'conter', 'no', 'debat', 'anies', 'baswedann', 'indonesia', 'maju', 'ambil', 'alih', 'anies']",-2,negatif,-1,Positif
anies joss no1,"['anies', 'joss', 'no1']",0,netral,0,Positif
capres realistis,"['capres', 'realistis']",4,positif,1,Positif
pak anies seperti mario teguh,"['anies', 'mario', 'teguh']",0,netral,0,Positif
pak anies terbaik,"['anies', 'baik']",2,positif,1,Positif
prabowo emosial enggak punya iman,"['prabowo', 'emosial', 'iman']",0,netral,0,Negatif
all ini prabowo,"['all', 'prabowo']",0,netral,0,Netral
saya tetap pilih prabowo,"['pilih', 'prabowo']",-2,negatif,-1,Negatif
jakarta saja enggak becus bagaimana memimpin negara ini wkwkwkw hanya omong doang itu anis,"['jakarta', 'becus', 'pimpin', 'negara', 'wkwkwkw', 'omong', 'doang', 'anis']",-7,negatif,-1,Negatif
tinggal nya di hutan ya,"['tinggal', 'nya', 'hutan', 'ya']",5,positif,1,Positif
lo kali tinggal di hutan wkwkwkwk,"['lo', 'kali', 'tinggal', 'hutan', 'wkwkwkwk']",1,positif,1,Negatif
valentino ndeso,"['valentino', 'ndeso']",0,netral,0,Netral
saya orang madura tapi pilih pak anies rasyid baswedan tapi ini bukan tentang calonnya orang madura tapi siapa yang bisa di percaya dan mimpin negara,"['orang', 'madura', 'pilih', 'anies', 'rasyid', 'baswedan', 'calon', 'orang', 'madura', 'percaya', 'mimpin', 'negara']",0,netral,0,Positif
yauda lu saja yang milihgw sih oga,"['yauda', 'lu', 'milihgw', 'sih', 'oga']",-4,negatif,-1,Negatif
engkok all ini prabowo,"['engkok', 'all', 'prabowo']",0,netral,0,Netral
spanduk prabowo di tempat gue masa gambar animasi,"['spanduk', 'prabowo', 'gue', 'gambar', 'animasi']",-1,negatif,-1,Negatif
orang madura yang pinter2 dan cerdas2 pasti memilih paslon nm1 yaitu mas anis,"['orang', 'madura', 'pinter2', 'cerdas2', 'pilih', 'paslon', 'nm1', 'mas', 'anis']",-2,negatif,-1,Negatif
menang telak no 1,"['menang', 'telak', 'no', '1']",-4,negatif,-1,Negatif
pengin pilih anis tapi takut nanti banyak rohingya datang ke indonesia,"['pengin', 'pilih', 'anis', 'takut', 'rohingya', 'indonesia']",-5,negatif,-1,Negatif
kalo di debat ini banyak yang prediksi pakai anis yang akan pegang karena debat adalah keahlian mengolah kata sukses buat pak mahfud,"['kalo', 'debat', 'prediksi', 'pakai', 'anis', 'pegang', 'debat', 'ahli', 'olah', 'sukses', 'mahfud']",9,positif,1,Positif
ramee saling serang,"['ramee', 'serang']",-4,negatif,-1,Negatif
lampung dukung pak anies terbaik,"['lampung', 'dukung', 'anies', 'baik']",6,positif,1,Positif
anis menyerang prabowo persatuan ganjar artis,"['anis', 'serang', 'prabowo', 'satu', 'ganjar', 'artis']",2,positif,1,Positif
ganjar mahfud,"['ganjar', 'mahfud']",2,positif,1,Positif
intinya kpu harus transparan dari awal pemungutan suara hingga di bukanya kotak suara dan harus banyak pengawalan dari berbagai petugas negara hingga tidak ada lagi terjadi byknya kecurangan ataupun intervensi dari pihak manapun yang terjadi di masa lalu,"['inti', 'kpu', 'transparan', 'mungut', 'suara', 'buka', 'kotak', 'suara', 'awal', 'tugas', 'negara', 'byknya', 'curang', 'intervensi', 'mana']",-6,negatif,-1,Negatif
semoga bapak anis baswedan jadi presiden jujur dan amanah,"['moga', 'anis', 'baswedan', 'presiden', 'jujur', 'amanah']",12,positif,1,Positif
janji kentutt,"['janji', 'kentutt']",0,netral,0,Positif
prabowo emosial dasar nyali pansos,"['prabowo', 'emosial', 'dasar', 'nyali', 'pansos']",1,positif,1,Positif
jatim anies for the next president,"['jatim', 'anies', 'for', 'the', 'next', 'president']",-2,negatif,-1,Netral
ya allah pengin banget punya pemimpin yang pinter cerdas santun tenang berwibawa kita semua tau itu siapa kalau dari ketiga calon ini semoga tidak ada kecurangan dalam keberjalanan pemilunya quot aamiinn,"['ya', 'allah', 'pengin', 'banget', 'pimpin', 'pinter', 'cerdas', 'santun', 'tenang', 'wibawa', 'tau', 'tiga', 'calon', 'moga', 'curang', 'jalan', 'milu', 'quot', 'aamiinn']",12,positif,1,Positif
semoga tidak ada kecurangan sehingga yang gusdur bilang menangaamiin prabowo gibran,"['moga', 'curang', 'gusdur', 'bilang', 'menangaamiin', 'prabowo', 'gibran']",-4,negatif,-1,Negatif
dari yang lulusan sekolah dasar sampai perguruan tinggi dari yang enggak punya gelar sampai yang punya gelar paling tinggi yang netral menonton adu debat pastinya anies baswedan paling menguasai debat yang berkelas dunia brindonesia perlu pemimpin yang bisa menghadapi tantangan di dalam negeri dan didunia internasional semoga tuhan meridhoi anies untuk menjadi ri 1 dan membawa berkah untuk ri,"['lulus', 'sekolah', 'dasar', 'guru', 'gelar', 'gelar', 'netral', 'tonton', 'adu', 'debat', 'pasti', 'anies', 'baswedan', 'kuasa', 'debat', 'kelas', 'dunia', 'brindonesia', 'pimpin', 'hadap', 'tantang', 'negeri', 'dunia', 'internasional', 'moga', 'tuhan', 'meridhoi', 'anies', 'ri', '1', 'bawa', 'berkah', 'ri']",17,positif,1,Positif
armansugiartolah bagaimana mau berharap enggak ada yang kecurangan kalo pemilihan cawapresnya saja sudah curang sejak awal,"['armansugiartolah', 'harap', 'curang', 'kalo', 'pilih', 'cawapresnya', 'curang']",-12,negatif,-1,Negatif
ikapurnamasari423dan itu sih plonga plongo jalur curang bisa2 jebol dari maka,"['ikapurnamasari423dan', 'sih', 'plonga', 'plongo', 'jalur', 'curang', 'bisa2', 'jebol']",-9,negatif,-1,Negatif
ikapurnamasari423,['ikapurnamasari423'],0,netral,0,Positif
anies baswedan,"['anies', 'baswedan']",0,netral,0,Positif
11,['11'],0,netral,0,Netral
rakyat indonesia yang cerdas seharusnya setuju dengan pernyataan pak anies berantas jalur ordal orang dalam di semua tempat mulai dari pemerintah pusat dan daerah sampai ke tingkat desa sekolah universitas rumah sakit institusi bumn dan lain,"['rakyat', 'indonesia', 'cerdas', 'tuju', 'nyata', 'anies', 'berantas', 'jalur', 'ordal', 'orang', 'perintah', 'pusat', 'daerah', 'tingkat', 'desa', 'sekolah', 'universitas', 'rumah', 'sakit', 'institusi', 'bumn']",2,positif,1,Negatif
luar biasa mantap sekali gaspol broprabowo gibran untuk indonesia maju,"['mantap', 'gaspol', 'broprabowo', 'gibran', 'indonesia', 'maju']",5,positif,1,Positif
cuma bacot doang hasil kerjanya nihil beda sama prabowo sedikit berbicara nyata kerjanya,"['bacot', 'doang', 'hasil', 'kerja', 'nihil', 'beda', 'prabowo', 'bicara', 'nyata', 'kerja']",2,positif,1,Positif
tetap amin,['amin'],0,netral,0,Positif
untungnya gua sudah jadi asn lewat jalur orang dalam sebelum anis jadi presiden hampir saja gua enggak jadi pns,"['untung', 'gua', 'asn', 'jalur', 'orang', 'anis', 'presiden', 'gua', 'pns']",-5,negatif,-1,Negatif
anies kan ordalnya ormas intoleran brbrkalo enggak ada ormas radikal anies enggak akan jadi gubernur wkwkwkwkwkwkwkwk,"['anies', 'ordalnya', 'ormas', 'intoleran', 'brbrkalo', 'ormas', 'radikal', 'anies', 'gubernur', 'wkwkwkwkwkwkwkwk']",-4,negatif,-1,Negatif
amin 1,"['amin', '1']",0,netral,0,Positif
best of the real bestanies is the future leader of ri,"['best', 'of', 'the', 'real', 'bestanies', 'is', 'the', 'future', 'leader', 'of', 'ri']",2,positif,1,Netral
anis mpv debat ronde 1,"['anis', 'mpv', 'debat', 'ronde', '1']",3,positif,1,Positif
berdirilah tanpa menjatuhkan orang lain junjung tinggi sportifitas moralitas dan intelektualitasbrsukseskan pemilu 2024,"['diri', 'jatuh', 'orang', 'junjung', 'sportifitas', 'moralitas', 'intelektualitasbrsukseskan', 'milu', '2024']",-5,negatif,-1,Negatif
sepakat berdiri tanpa menjatuhkan orang lain jangan sampai bahkan di visi pertama sudah menjatuhkan orang lain,"['sepakat', 'diri', 'jatuh', 'orang', 'visi', 'jatuh', 'orang']",1,positif,1,Positif
kalo debat seperti ini kalimat anda tidak bisa di terapakn karna semua akan saling mengkuliti dan menunjukan kualitas masingquot,"['kalo', 'debat', 'kalimat', 'terapakn', 'karna', 'kulit', 'tunjuk', 'kualitas', 'masingquot']",4,positif,1,Positif
faqihminastaartinya anda enggak paham apa itu debat lah kwandn disini enggak boleh bawa perasaan dan disini juga kita nilai bagaima sikap mereka menanggapiny emosiankah tetap tenang dan bijakah itu salah 1 yang di nilai,"['faqihminastaartinya', 'paham', 'debat', 'kwandn', 'bawa', 'asa', 'nilai', 'bagaima', 'sikap', 'menanggapiny', 'emosi', 'tenang', 'bijakah', 'salah', '1', 'nilai']",13,positif,1,Positif
kalo bilang bawa etika sih bpk embg lupa bagaimana etikanya enggak jadi memilih cawapres dari demokrat tau ganti karena ditunjuk sih bos besar bagaimana maubjdi presidencukup jadi gubernur saja pak nanti dsetir lagi sama yang mencalonkan,"['kalo', 'bilang', 'bawa', 'etika', 'sih', 'bpk', 'embg', 'lupa', 'etika', 'pilih', 'cawapres', 'demokrat', 'tau', 'ganti', 'sih', 'bos', 'maubjdi', 'presidencukup', 'gubernur', 'dsetir', 'calon']",-7,negatif,-1,Negatif
saya dari brebes jateng mendukung 100 anies baswedan presiden 2024,"['brebes', 'jateng', 'dukung', '100', 'anies', 'baswedan', 'presiden', '2024']",7,positif,1,Positif
pak anis smash pak prabowo ternyata berat ya pak jadi oposisi hanya pks yang kuat,"['anis', 'smash', 'prabowo', 'berat', 'ya', 'oposisi', 'pks', 'kuat']",0,netral,0,Negatif
anies lupa kali nasdem kan pro pemerintah,"['anies', 'lupa', 'kali', 'nasdem', 'pro', 'perintah']",-2,negatif,-1,Negatif
prabowo enggak bisa mengomong haha dasar pansos kalah terus,"['prabowo', 'omong', 'haha', 'dasar', 'pansos', 'kalah']",-8,negatif,-1,Negatif
sultra hadir untuk prabowo subiantoindonesia maju,"['sultra', 'hadir', 'prabowo', 'subiantoindonesia', 'maju']",-1,negatif,-1,Negatif
yang jelas kawal kpuagar tidak ada kecuranganbiar anies jadi presiden always pilih no1,"['kawal', 'kpuagar', 'kecuranganbiar', 'anies', 'presiden', 'always', 'pilih', 'no1']",0,netral,0,Negatif
lawak memang,['lawak'],0,netral,0,Negatif
awasi yang paling ketat justru di pusatnya,"['awas', 'ketat', 'pusat']",1,positif,1,Positif
anis pertanyaannya menghasut amp biar enggak dukung prabowo mulu wkwk,"['anis', 'tanya', 'hasut', 'amp', 'biar', 'dukung', 'prabowo', 'mulu', 'wkwk']",3,positif,1,Positif
ganjar mahmud jelas dan tegas lu debat pertamamantap tetap ganjar,"['ganjar', 'mahmud', 'lu', 'debat', 'pertamamantap', 'ganjar']",7,positif,1,Positif
prabowo sedikit berbicara nyata kerjanya,"['prabowo', 'bicara', 'nyata', 'kerja']",4,positif,1,Positif
anies baswedan is the best,"['anies', 'baswedan', 'is', 'the', 'best']",0,netral,0,Netral
gama ganjarmahfud paket lengkapbonus alam ganjar dan ibu atiqohyg siap akan terjun ikut menyikapi keluh kesah masyarakat yang akan di kabulkan hak haknya03 ri gasspooll satset,"['gama', 'ganjarmahfud', 'paket', 'lengkapbonus', 'alam', 'ganjar', 'atiqohyg', 'terjun', 'sikap', 'keluh', 'kesah', 'masyarakat', 'kabul', 'hak', 'haknya03', 'ri', 'gasspooll', 'satset']",9,positif,1,Positif
sayah orang bodoh tapi tau tidak ada gunanua debat way cuma saling serang saja tidak usah debat bukti way kalau cuma omong doang aku bisa way tapi kerja nol dki saja malah hancur way,"['sayah', 'orang', 'bodoh', 'tau', 'gunanua', 'debat', 'way', 'serang', 'debat', 'bukti', 'way', 'omong', 'doang', 'way', 'kerja', 'nol', 'dki', 'hancur', 'way']",-10,negatif,-1,Negatif
semoga dengan hadirnya pemimpin baru bapak anisaminmembawa perubahan yang lebih baik,"['moga', 'hadir', 'pimpin', 'anisaminmembawa', 'ubah']",0,netral,0,Positif
kalau soal debat anis pasti menang tapi kalau praktek jadi ingat sumur resapan,"['debat', 'anis', 'menang', 'praktek', 'sumur', 'resap']",2,positif,1,Negatif
anis jago bicara tapi tidak seimbang dengan kerja,"['anis', 'jago', 'bicara', 'imbang', 'kerja']",4,positif,1,Positif
orang yang cerdas pilih yang cerdas dan berbobot,"['orang', 'cerdas', 'pilih', 'cerdas', 'bobot']",-5,negatif,-1,Negatif
masih ke ingat omongan anis dia ber statement bahwa takan maju pilpres ketika pak prabowo masih maju nyatanya sekarang apa wkwk anis,"['omong', 'anis', 'ber', 'statement', 'tak', 'maju', 'pilpres', 'prabowo', 'maju', 'wkwk', 'anis']",-4,negatif,-1,Negatif
anis baswedan terbaik,"['anis', 'baswedan', 'baik']",2,positif,1,Positif
yang pintar ngmg yang mudah ngibulin rakyat hahaha,"['pintar', 'ngmg', 'mudah', 'ngibulin', 'rakyat', 'hahaha']",3,positif,1,Positif
ya allah semoga pak prabowo dan pak mahfud menjadi menteri lagi am1n,"['ya', 'allah', 'moga', 'prabowo', 'mahfud', 'menteri', 'am1n']",10,positif,1,Positif
kalo prabowo tidak cocok jabatan apapun mending duduk tidur di rumah nikmati hidup masih banyak rakyat indonesia yang bisa jadi mentri yang utama pak anies jadi presiden dan mengangkat orang pintar dan takut melakukan korupsi jadi menterinya,"['kalo', 'prabowo', 'cocok', 'jabat', 'apa', 'mending', 'duduk', 'tidur', 'rumah', 'nikmat', 'hidup', 'rakyat', 'indonesia', 'tri', 'utama', 'anies', 'presiden', 'angkat', 'orang', 'pintar', 'takut', 'korupsi', 'menteri']",-3,negatif,-1,Negatif
berarti anies yang jadi presiden,"['anies', 'presiden']",3,positif,1,Positif
anies hanya akan angkat menteri yang kompeten bro mahfud ok lah kalo wowo kayanya enggak masuk dah,"['anies', 'angkat', 'menteri', 'kompeten', 'bro', 'mahfud', 'ok', 'kalo', 'wowo', 'kaya', 'masuk', 'dah']",1,positif,1,Positif
selain no 2 cuman janji manis,"['no', '2', 'cuman', 'janji', 'manis']",3,positif,1,Positif
wajar anis unggul kan dosen bisa mengomong lah perkatan juga rapi adem di dengar tapi tetap prabowo all ini,"['wajar', 'anis', 'unggul', 'dosen', 'omong', 'perkatan', 'rapi', 'adem', 'dengar', 'prabowo', 'all']",-3,negatif,-1,Negatif
anies unggul kata siapa,"['anies', 'unggul']",0,netral,0,Netral
salah angin brobrkemaren saya main badminton,"['salah', 'angin', 'brobrkemaren', 'main', 'badminton']",-4,negatif,-1,Negatif
saya jawa timur probolinggo tetap anies,"['jawa', 'timur', 'probolinggo', 'anies']",0,netral,0,Positif
pintar mengomong doang ya kawan bukan pintar kerja dikasih jabatan di jakarta malah hancur,"['pintar', 'omong', 'doang', 'ya', 'kawan', 'pintar', 'kerja', 'kasih', 'jabat', 'jakarta', 'hancur']",0,netral,0,Negatif
mudha2n tidak ada kecurangan di pemilu nanti sehingga benarbenar kita mendapatkan presiden yang benarbenar di pilih oleh rakyat indonesia,"['mudha2n', 'curang', 'milu', 'benarbenar', 'presiden', 'benarbenar', 'pilih', 'rakyat', 'indonesia']",-4,negatif,-1,Positif
setuju siapapun yang menang salam tidak curang harus ditrm dan didukung pertanyaanny apa bisa jujur bersih,"['tuju', 'menang', 'salam', 'curang', 'ditrm', 'dukung', 'pertanyaanny', 'jujur', 'bersih']",0,netral,0,Negatif
umur 3th bisa jadi cawapres itu saja sudah curang hihihi,"['umur', '3th', 'cawapres', 'curang', 'hihihi']",-3,negatif,-1,Negatif
